"Haltestellen_Id";"Haltestellennummer";"Haltestellenkurzname";"Haltestellenlangname"
545;6508;"GLIN07";"Glattpark, Lindberghplatz"
693;6767;"GWRI07";"Glattpark, Wright-Strasse"
261;1006;"GDOR";"Gockhausen, Dorf"
260;6214;"URSP";"Gockhausen, Ursprungstrasse"
793;7130;"HDOR";"Hilfikon, Dorf"
794;7131;"HSAN";"Hilfikon, Sandbüel"
7;12500;"HIE99";"Hinteregg"
590;1341;"ITDO";"Itschnach, Dorf"
589;1342;"ITFA";"Itschnach, Fallacher"
591;2038;"REBW";"Itschnach, Rebweg"
592;2695;"TAEG";"Itschnach, Tägermoos"
632;75;"ALZE";"Kilchberg ZH, Alterszentrum"
48;118;"AUFB";"Kilchberg ZH, Auf Brunnen"
633;589;"BAEC";"Kilchberg ZH, Bächlerstrasse"
51;1391;"BKIL";"Kilchberg ZH, Bahnhof"
342;3775;"BEND";"Kilchberg ZH, Bendlikon"
630;6782;"KBRE";"Kilchberg ZH, Breitloo"
678;1018;"GOBI";"Kilchberg ZH, Gottlieb-Binder"
356;1249;"HORN";"Kilchberg ZH, Hornhaldenstr."
47;1401;"KILB";"Kilchberg ZH, Kirche"
359;1457;"KREK";"Kilchberg ZH, Kreuzstrasse"
629;7069;"KLAE";"Kilchberg ZH, Lätten"
343;1577;"LISP";"Kilchberg ZH, Lindt & Sprüngli"
46;7067;"KNEU";"Kilchberg ZH, Neuweid"
357;1863;"PAKI";"Kilchberg ZH, Paradiessteig"
341;1864;"PARU";"Kilchberg ZH, Paradiesstrasse"
358;2154;"SANK";"Kilchberg ZH, Sanatorium"
676;2239;"SLIM";"Kilchberg ZH, Schlimbergstr."
677;2264;"SOKI";"Kilchberg ZH, Schoorenstrasse"
49;2304;"KSCH";"Kilchberg ZH, Schwelle"
43;1440;"KSPI";"Kilchberg ZH, Spital"
631;2580;"STOG";"Kilchberg ZH, Stockengut"
355;2859;"WEIK";"Kilchberg ZH, Weinbergstrasse"
50;2277;"SHDO";"Kilchberg ZH,Schulhaus Dorfstr"
559;1397;"KIND";"Kindhausen AG"
560;757;"EIHH";"Kindhausen AG, Eichholz"
549;6506;"BABH07";"Kloten Balsberg, Bahnhof"
746;422;"BALS07";"Kloten, Balsberg Hardacher"
750;527;"BRAM07";"Kloten, Bramen"
748;6266;"KLAE07";"Kloten, Lägernstrasse"
749;6264;"KNEU07";"Kloten, Neubrunnenstrasse"
751;7019;"WALW07";"Kloten, Waldeggweg"
315;54;"KALL";"Küsnacht ZH, Allmend"
704;1488;"BKUE";"Küsnacht ZH, Bahnhof"
311;462;"BEST";"Küsnacht ZH, Bergstrasse"
307;516;"BOGL";"Küsnacht ZH, Boglerenstrasse"
305;610;"BUEH";"Küsnacht ZH, Bühlstrasse"
707;933;"GART";"Küsnacht ZH, Gartenstrasse"
306;1011;"GOBA";"Küsnacht ZH, Goldbacherstrasse"
706;1106;"HABA";"Küsnacht ZH, Hallenbad"
313;1182;"HESL";"Küsnacht ZH, Hesligenstrasse"
312;1189;"HIST";"Küsnacht ZH, Himmelistrasse"
310;1769;"OBHE";"Küsnacht ZH, Obere Heslibachst"
708;1779;"OBFE";"Küsnacht ZH, Oberfeld"
309;1818;"OBWA";"Küsnacht ZH, Oberwacht"
314;2122;"RAEN";"Küsnacht ZH, Ränkestrasse"
705;2043;"RKIK";"Küsnacht ZH, Reform. Kirche"
594;2167;"SIHG";"Küsnacht ZH, Schiedhaldensteig"
308;2168;"SIHE";"Küsnacht ZH, Schiedhaldenstr."
593;2327;"SUEB";"Küsnacht ZH, Schübel"
703;3744;"ZENK";"Küsnacht ZH, Zentrum"
9;12504;"LWIE99";"Langwies ZH"
12;12506;"MAI99";"Maiacher"
267;3134;"MASC";"Maur, Aschbach"
268;678;"MDOR";"Maur, Dorf"
269;1403;"MKIR";"Maur, Kirche"
614;1892;"MPLA";"Maur, Platten"
270;2342;"MSEE";"Maur, See"
23;12508;"NFOR99";"Neue Forch"
6;12509;"NHA99";"Neuhaus bei Hinteregg"
239;748;"EGGB";"Oberengstringen, Eggbühl"
238;1516;"LANZ";"Oberengstringen, Lanzrain"
236;1862;"PAEN";"Oberengstringen, Paradies"
237;2984;"OBEE";"Oberengstringen, Zentrum"
761;6208;"OBLIBÜN";"Oberwil-Lieli, Bündtenmättli"
762;6207;"OBEDRE";"Oberwil-Lieli, Dreispitz"
765;6204;"OBEENG";"Oberwil-Lieli, Englisächer"
763;6206;"OBLIMO";"Oberwil-Lieli, Im Moos"
764;6205;"OBLIDO";"Oberwil-Lieli, Lieli Dorf"
577;7020;"OSCH";"Oetwil a.d.L., Schweizäcker"
586;7065;"OGAS";"Oetwil an der Limmat, Gässliacker"
578;1094;"OHAL";"Oetwil an der Limmat, Halde"
587;1759;"OBDO";"Oetwil an der Limmat, Oberdorf"
579;1964;"OZEN";"Oetwil an der Limmat, Zentrum"
696;2286;"SCHU07";"Opfikon, Schulstrasse"
697;6808;"OSCH07";"Opfikon, Schwimmbad"
609;833;"FELH";"Pfaffhausen, Feldhof"
535;1873;"PMUE";"Pfaffhausen, Müseren"
607;1871;"PFAF";"Pfaffhausen, Pfaffenstein"
608;2622;"SAGG";"Pfaffhausen, Sängglen"
769;2514;"REPP";"Reppischhof, Station"
771;7110;"RHOF";"Rudolfstetten, Hofacker"
770;7109;"RSTA";"Rudolfstetten, Station"
547;6507;"RBAU07";"Rümlang, Bäuler"
346;3186;"RUEB";"Rüschlikon, Bahnhof"
349;443;"BELV";"Rüschlikon, Belvoir"
345;515;"BODE";"Rüschlikon, Bodengasse"
352;6448;"EGGR";"Rüschlikon, Eggrain"
348;1505;"LANH";"Rüschlikon, Langhaldenstrasse"
351;6447;"LRAI";"Rüschlikon, Loorain"
353;1657;"MOOS";"Rüschlikon, Moosstrasse"
354;6492;"RPAR";"Rüschlikon, Park im Grüene"
668;6009;"RREB";"Rüschlikon, Rebsteig"
350;3187;"RSAU";"Rüschlikon, Säumerstrasse"
344;410;"BSRU";"Rüschlikon, Schlossstrasse"
347;2852;"WEID";"Rüschlikon, Weidstrasse"
796;7133;"SALT";"Sarmenstorf, Altersheim"
797;7134;"SKIR";"Sarmenstorf, Kirche"
798;7135;"SHAU";"Sarmenstorf, Schulhaus"
795;7132;"SVOR";"Sarmenstorf, Vorstadt"
5;12166;"SCH99";"Scheuren"
681;2166;"SCHE";"Scheuren, Station"
223;6299;"SAMR";"Schlieren, Am Rietpark"
224;6347;"SCHB";"Schlieren, Bahnhof"
226;6234;"SCHN";"Schlieren, Bahnhof Nord"
508;550;"BRUG";"Schlieren, Brunngasse"
509;838;"FSTR";"Schlieren, Feldstrasse"
284;935;"GASO";"Schlieren, Gasometerbrücke"
286;7003;"SGEI";"Schlieren, Geissweid"
222;6298;"SGOL";"Schlieren, Goldschlägistrasse"
506;1151;"HEIM";"Schlieren, Heimeliweg"
228;1327;"IGAS";"Schlieren, Industrie Gaswerk"
221;7000;"SMEU";"Schlieren, Meuchwis"
283;1690;"MULL";"Schlieren, Mülligen"
507;1694;"NASS";"Schlieren, Nassacker"
227;2141;"RUST";"Schlieren, Rütistrasse"
505;2436;"SPLI";"Schlieren, Spital Limmattal"
510;2631;"TAWI";"Schlieren, Talacker-Windegg"
285;2798;"WAGO";"Schlieren, Wagonsfabrik"
225;2236;"SCHL";"Schlieren, Zentrum/Bahnhof"
604;2307;"BSCH";"Schwerzenbach ZH, Bahnhof"
603;684;"DORS";"Schwerzenbach ZH, Dorf"
16;12438;"SZFB99";"Spital Zollikerberg"
601;6958;"SGLA";"Spreitenbach, Glattler"
671;2412;"FELD01";"Thalwil, Feldstrasse"
673;1684;"MUBA01";"Thalwil, Mühlebachplatz"
675;3378;"PTHA01";"Thalwil, Post"
672;2333;"THSH01";"Thalwil, Schützenhaus"
669;4108;"SEHA01";"Thalwil, Seehaldenstrasse"
670;6856;"TSON01";"Thalwil, Sonnenberg"
674;2989;"TZEN01";"Thalwil, Zentrum"
690;687;"UITDOR";"Uitikon, Dorf"
513;29;"AEGU";"Unterengstringen, Aegelsee"
512;743;"ECKS";"Unterengstringen, Eckstein"
235;1498;"LANA";"Unterengstringen, Langacher"
511;6724;"ULAN";"Unterengstringen, Langwisen"
234;6825;"USEN";"Unterengstringen, Sennenbüel"
245;2751;"USNO";"Unterengstringen, Sennenbüel N"
500;2767;"BWEI";"Urdorf Weihermatt, Bahnhof"
504;831;"FEGG";"Urdorf, Feldegg"
573;6297;"HEIN";"Urdorf, Heinrich-Stutz-Strasse"
214;1725;"NEUT";"Urdorf, Neumatt"
502;1726;"NMAT";"Urdorf, Neumattstrasse"
215;1731;"NURD";"Urdorf, Niederurdorf"
211;3589;"OBUR";"Urdorf, Oberurdorf"
503;2024;"RAIW";"Urdorf, Rainweg"
212;3590;"SONU";"Urdorf, Sonne"
213;2440;"SPIT";"Urdorf, Spitzacker"
501;2732;"UITI";"Urdorf, Uitikonerstrasse"
216;1178;"URDN";"Urdorf, Urdorf-Nord"
789;7126;"VBIR";"Villmergen, Birkenweg"
790;7127;"VFEL";"Villmergen, Feldblumenweg"
792;7129;"VOBE";"Villmergen, Oberdorf"
791;7128;"VZEN";"Villmergen, Zentrum"
710;3740;"VHOF07";"Volketswil, Hofwisen"
709;632;"VCHL07";"Volketswil, Volkiland Chliriet"
42;7059;"GARR01";"Wädenswil, Garage Rütihof"
17;12807;"WAB99";"Waldburg"
531;2807;"WABG";"Waldburg, Station"
685;3356;"WALBIR";"Waldegg, Birmensdorferstrasse"
686;6907;"WALLEU";"Waldegg, Leuen"
691;1991;"WALPOS";"Waldegg, Post"
554;2820;"BWAL07";"Wallisellen, Bahnhof"
553;439;"BELA07";"Wallisellen, Belair"
36;2983;"WGLA";"Wallisellen, Glatt (Bus)"
555;6735;"WGLA07";"Wallisellen, Glatt (Tram)"
552;1176;"HRTI07";"Wallisellen, Herti"
556;6659;"WNEU07";"Wallisellen, Neugut"
14;12826;"WAL99";"Waltikon"
520;3183;"AEGW";"Weiningen ZH, Aegelsee"
514;125;"AUSW";"Weiningen ZH, Ausserdorf"
515;1571;"WLIN";"Weiningen ZH, Lindenplatz"
516;2268;"SWEI";"Weiningen ZH, Schulhaus"
754;6721;"WIDDOR";"Widen, Dorf"
772;7112;"WHEI";"Widen, Heinrüti"
786;7123;"WBHF";"Wohlen AG, Bahnhof"
784;7121;"WBUE";"Wohlen AG, Bünzstrasse"
785;7122;"WCOP";"Wohlen AG, Coop"
788;7125;"WFRE";"Wohlen AG, Freiämterhof"
783;7120;"WHAL";"Wohlen AG, Haldenschulen"
787;7124;"WMIG";"Wohlen AG, Migros"
87;3044;"BWST";"Zch, Bhf.Wollishofen/Staubstr."
532;6254;"LAEN";"Zollikerb., Langägerten/Spital"
15;13002;"ZOB99";"Zollikerberg"
712;3826;"HASE";"Zollikerberg, Hasenbart"
598;2375;"SENN";"Zollikerberg, Sennhof"
711;3756;"SZOL";"Zollikerberg, Spital"
533;3002;"ZOBE";"Zollikerberg, Station"
599;7038;"ZSTQ";"Zollikerberg, Station/Q treff"
713;3747;"TRIC";"Zollikerberg, Trichtenhauserm."
528;53;"ZALL";"Zollikon, Allmend"
526;3003;"BZOL";"Zollikon, Bahnhof"
300;418;"BUEB";"Zollikon, Bahnübergang"
303;476;"BEUG";"Zollikon, Beugi"
302;715;"DUFP";"Zollikon, Dufourplatz"
301;824;"FBST";"Zollikon, Felbenstrasse"
316;6044;"GAAZ";"Zollikon, Garage G.-Maurer-Str"
525;961;"GDEH";"Zollikon, Gemeindehaus"
304;1013;"GOHA";"Zollikon, Goldhaldenplatz"
527;1277;"HSTR";"Zollikon, Höhestrasse"
94;6923;"ZNIE";"Zollikon, Niederhofenrain"
530;2040;"RWIE";"Zollikon, Rebwiesstrasse"
524;3595;"ZROT";"Zollikon, Rotfluhstrasse"
529;2341;"SUET";"Zollikon, Schützenstrasse"
600;2363;"SEES";"Zollikon, Seestrasse"
773;7113;"ZHAM";"Zufikon, Hammergut"
774;7114;"ZSTA";"Zufikon, Station"
13;12543;"ZUMI99";"Zumikon"
700;705;"DOZE";"Zumikon, Dorfzentrum"
702;1075;"GOES";"Zumikon, Gössikon"
701;2826;"WALT";"Zumikon, Waltikon"
550;3027;"FLUG07";"Zürich Flughafen, Bahnhof"
551;6232;"FRAF07";"Zürich Flughafen, Fracht"
747;2873;"WERF07";"Zürich Flughafen, Werft"
476;7;"AARG";"Zürich, Aargauerstrasse"
151;46;"ALBG";"Zürich, Albisgütli"
360;3797;"ARAN";"Zürich, Albisrank"
453;47;"ALBR";"Zürich, Albisrieden"
452;3705;"ALBD";"Zürich, Albisriederdörfli"
274;48;"ALBP";"Zürich, Albisriederplatz"
803;67;"ATRO";"Zürich, Alte Trotte"
89;70;"ALTE";"Zürich, Altenhofstrasse"
421;1446;"AKRE";"Zürich, Altes Krematorium"
662;3706;"AHOS";"Zürich, Althoos"
35;88;"ALTR";"Zürich, Altried"
654;3150;"AMBO";"Zürich, Am Börtli"
324;92;"AMSU";"Zürich, Am Suteracher"
653;3151;"APPE";"Zürich, Appenzellerstrasse"
122;6627;"ASPH";"Zürich, Aspholz"
32;114;"AUBR";"Zürich, Aubrücke"
393;128;"AUSS";"Zürich, Ausserdorfstrasse"
463;132;"ZAUZ";"Zürich, Auzelg"
729;134;"AUZO";"Zürich, Auzelg Ost"
280;137;"BACH";"Zürich, Bachmattstrasse"
186;1234;"BANL";"Zürich, Bäckeranlage"
458;144;"BADA";"Zürich, Bad Allenmoos"
112;3021;"BAFF";"Zürich, Bahnhof Affoltern"
329;3022;"BALT";"Zürich, Bahnhof Altstetten"
233;5001;"BALN";"Zürich, Bahnhof Altstetten N"
69;3026;"ENGE";"Zürich, Bahnhof Enge"
144;199;"BEDE";"Zürich, Bahnhof Enge/Bederstr."
189;3029;"HSBB";"Zürich, Bahnhof Hardbrücke"
76;2547;"BLEI";"Zürich, Bahnhof Leimbach"
25;3034;"BOER";"Zürich, Bahnhof Oerlikon"
440;6255;"BOEN";"Zürich, Bahnhof Oerlikon Nord"
154;3447;"BOEO";"Zürich, Bahnhof Oerlikon Ost"
184;2551;"BSEL";"Zürich, Bahnhof Selnau"
22;3039;"BSTA";"Zürich, Bahnhof Stadelhofen"
257;2575;"BSTE";"Zürich, Bahnhof Stettbach"
295;3041;"BTIE";"Zürich, Bahnhof Tiefenbrunnen"
172;3042;"BWIE";"Zürich, Bahnhof Wiedikon"
404;3043;"BWIP";"Zürich, Bahnhof Wipkingen"
86;7022;"BAWO";"Zürich, Bahnhof Wollishofen"
167;412;"BPLA";"Zürich, Bahnhofplatz/HB"
133;413;"BQUA";"Zürich, Bahnhofquai/HB"
132;416;"BSTR";"Zürich, Bahnhofstrasse/HB"
19;421;"BALG";"Zürich, Balgrist"
96;7106;"BALO";"Zürich, Balgrist Ost"
231;592;"BAEN";"Zürich, Bändliweg"
363;427;"BASL";"Zürich, Baslerstrasse"
165;435;"BECK";"Zürich, Beckenhof"
66;440;"BELL";"Zürich, Bellevue"
436;455;"BERH";"Zürich, Berghaldenstrasse"
38;459;"BDOL";"Zürich, Bergstation Dolderbahn"
159;465;"BERN";"Zürich, Berninaplatz"
142;467;"BERO";"Zürich, Bernoulli-Häuser"
482;468;"BERT";"Zürich, Bertastrasse"
667;3587;"BERU";"Zürich, Berufswahlschule"
489;470;"BESE";"Zürich, Besenrainstrasse"
425;471;"BETH";"Zürich, Bethanien"
287;478;"BEZI";"Zürich, Bezirksgebäude"
634;6700;"ENGEPAU";"Zürich, Bhf Enge Pausenplatz"
337;3774;"BWOW";"Zürich, Bhf. Wollishofen/Werft"
125;488;"BILO";"Zürich, Billoweg"
649;493;"BINZ";"Zürich, Binz"
652;3714;"BINC";"Zürich, Binz Center"
392;497;"BIGL";"Zürich, Birch-/Glatttalstrasse"
194;498;"BIRD";"Zürich, Birchdörfli"
265;3445;"BIBE";"Zürich, Bircher-Benner"
441;3449;"BIRC";"Zürich, Birchstrasse"
646;508;"BLEU";"Zürich, Bleulerstrasse"
121;6626;"BLUM";"Zürich, Blumenfeldstrasse"
384;3789;"BOLL";"Zürich, Bollingerweg"
88;3645;"BOGA";"Zürich, Botanischer Garten"
328;542;"BRIS";"Zürich, Bristenstrasse"
486;546;"BRUM";"Zürich, Brunau/Mutschellenstr."
126;547;"BRUN";"Zürich, Brunaustrasse"
192;564;"BUCH";"Zürich, Bucheggplatz"
720;3787;"BUHO";"Zürich, Buchholz"
719;3773;"BUZE";"Zürich, Buchzelgstrasse"
387;573;"BUHN";"Zürich, Buhnstrasse"
466;580;"BURG";"Zürich, Burgwies"
67;615;"BURK";"Zürich, Bürkliplatz"
83;586;"BUTZ";"Zürich, Butzenstrasse"
299;619;"CENT";"Zürich, Central"
442;3450;"CHAL";"Zürich, Chaletweg"
318;3717;"CHIN";"Zürich, Chinagarten"
635;649;"DANG";"Zürich, Dangelstrasse"
124;6055;"DEP2";"Zürich, Depot 2 Wollishofen"
271;6030;"DEP4";"Zürich, Depot 4 Elisabethenstr"
52;6032;"DEP7";"Zürich, Depot 7 Irchel"
153;6033;"DEP8";"Zürich, Depot 8 Oerlikon"
37;6421;"DEPD";"Zürich, Depot Dolderbahn"
478;6425;"DEP1";"Zürich, Depot1 Zentralwerkst"
382;694;"DORF";"Zürich, Dorflinde"
31;708;"DREI";"Zürich, Dreispitz"
264;711;"DREW";"Zürich, Dreiwiesen"
433;713;"DRUS";"Zürich, Drusbergstrasse"
322;716;"DUNK";"Zürich, Dunkelhölzli"
114;767;"EINF";"Zürich, Einfangstrasse"
317;769;"ELWA";"Zürich, Elektrowatt"
182;788;"ENGV";"Zürich, Englischviertelstrasse"
92;3594;"EPIK";"Zürich, EPI-Klinik"
802;800;"EGUT";"Zürich, Eschergutweg"
139;799;"EWYS";"Zürich, Escher-Wyss-Platz"
377;735;"ETHH";"Zürich, ETH Hönggerberg"
60;736;"ETHZ";"Zürich, ETH/Universitätsspital"
741;3446;"ETTE";"Zürich, Ettenfeld"
281;821;"FARB";"Zürich, Farbhof"
291;832;"FELD";"Zürich, Feldeggstrasse"
480;840;"FELL";"Zürich, Fellenbergstrasse"
155;845;"FELS";"Zürich, Felsenrainstrasse"
462;6460;"ZFER";"Zürich, Fernsehstudio"
325;852;"FEUS";"Zürich, Feusisbergli"
141;857;"FWEG";"Zürich, Fischerweg"
105;859;"FLOB";"Zürich, Flobotstrasse"
91;868;"FLUE";"Zürich, Flühgasse"
361;867;"FLUR";"Zürich, Flurstrasse"
140;927;"FOER";"Zürich, Förrlibuckstrasse"
240;872;"FRAN";"Zürich, Frankental"
412;3466;"FRST";"Zürich, Freiestrasse"
276;883;"FREI";"Zürich, Freihofstrasse"
381;888;"FRIA";"Zürich, Friedackerstrasse"
333;893;"FEIC";"Zürich, Friedhof Eichbühl"
467;894;"ENZE";"Zürich, Friedhof Enzenbühl"
657;895;"FHOE";"Zürich, Friedhof Hönggerberg"
665;896;"FSWA";"Zürich, Friedhof Schwandenholz"
481;897;"FSIH";"Zürich, Friedhof Sihlfeld"
727;898;"FUET";"Zürich, Friedhof Uetliberg"
536;899;"FWIT";"Zürich, Friedhof Witikon"
378;901;"FRDR";"Zürich, Friedrichstrasse"
206;902;"FRIB";"Zürich, Friesenberg"
726;903;"FRIH";"Zürich, Friesenberghalde"
207;904;"FRIE";"Zürich, Friesenbergstrasse"
379;908;"FROB";"Zürich, Frohburg"
293;917;"FROE";"Zürich, Fröhlichstrasse"
111;914;"FRON";"Zürich, Fronwald"
75;916;"FRYM";"Zürich, Frymannstrasse"
74;6034;"GAR6";"Zürich, Garage 6 Hardau"
24;6035;"GAR9";"Zürich, Garage 9 Hagenholz"
365;944;"GEER";"Zürich, Geeringstrasse"
100;971;"GERM";"Zürich, Germaniastrasse"
321;972;"GESS";"Zürich, Gessnerallee"
402;979;"GIBL";"Zürich, Giblenstrasse"
496;998;"GLAT";"Zürich, Glattwiesen"
115;1000;"GLAU";"Zürich, Glaubtenstrasse"
444;6975;"GLNO";"Zürich, Glaubtenstrasse Nord"
456;6020;"GLAS";"Zürich, Glaubtenstrasse Süd"
537;3444;"GLOK";"Zürich, Glockenacker"
454;1007;"GOLD";"Zürich, Goldackerweg"
174;1012;"GOLP";"Zürich, Goldbrunnenplatz"
278;1026;"GRIM";"Zürich, Grimselstrasse"
651;489;"GRUB";"Zürich, Grubenstrasse"
320;1041;"GRUN";"Zürich, Grünaustrasse"
162;1061;"GUGG";"Zürich, Guggachstrasse"
187;1076;"GUET";"Zürich, Güterbahnhof"
647;1073;"GUTS";"Zürich, Gutstrasse"
59;1098;"HALB";"Zürich, Haldenbach"
491;1100;"HEGG";"Zürich, Haldenegg"
28;3760;"HALO";"Zürich, Hallenbad Oerlikon"
319;1120;"HARH";"Zürich, Hardhof"
188;1122;"HARP";"Zürich, Hardplatz"
143;2447;"HARD";"Zürich, Hardturm"
464;1138;"HEDW";"Zürich, Hedwigsteig"
470;1139;"HEER";"Zürich, Heerenwiesen"
209;1143;"HEGA";"Zürich, Hegianwandweg"
20;1144;"HEGI";"Zürich, Hegibachplatz"
366;1156;"HEIZ";"Zürich, Heizenholz"
296;1157;"HELM";"Zürich, Helmhaus"
185;1158;"HELV";"Zürich, Helvetiaplatz"
800;1160;"HERB";"Zürich, Herbstweg"
407;1162;"HERD";"Zürich, Herdernstrasse"
430;6998;"HERM";"Zürich, Hermetschloo"
666;1175;"HERT";"Zürich, Hertensteinstrasse"
483;7040;"HERS";"Zürich, Hertersteg"
